분야,분야 내 카테고리,서브 카테고리,순위,책이름,저자,줄거리,이미지
예술/대중문화,사진,사진이론과 실기,31,왜 예술사진인가?,루시 수터,"동시대 예술과 문화의 맥락에서 예술사진이 점하는 위치와 그 의미를 알려주는 이론서동시대 예술사진은 역설적이다. 누구나 사진을 볼 수 있고 그에 대한 의견을 내세울 수 있다. 그러나 한편으로 오늘날의 예술사진은 깊이 공부해본 소수만이 알아차릴 수 있는 미학이나 이론만을 대변하는 듯하다. 저자인 루시 수터는 예술사진에 관한 주요 논쟁을 다루면서 이 간극을 좁혀보려고 한다. 이 책에서는 널리 알려졌거나 최근 조명받는 사진가들의 작품을 두루 살피면서 어떻게 예술사진이 동시대 미술과 문화라는 더 광대한 세계에 맞추어 변화했는지를 ‘하이브리드, 모호함, 객관성, 허구성, 진정성, 디지털과 사진의 확장’ 같은 요소를 중심으로 설명한다. 이 책의 독자사진을 공부하거나 전공하는 사람들, 동시대 예술을 깊이 알고자 하는 사람..",https://bookthumb-phinf.pstatic.net/cover/134/153/13415357.jpg?type=m5
예술/대중문화,사진,사진이론과 실기,32,니콘 D850 가이드 북,임프레스,"니콘 D850 가이드북은 니콘 DSLR D850의 모든 기능과 사용법, 상황별 촬영방법 등을 담은 책입니다. 이 책 한권이면 처음 카메라를 구입한 사람도 사진 촬영 방법에 대한 공부와 아울러 니콘 D850의 사용법을 모두 익힐 수 있습니다. 카메라를 구입한 사람은 물론 구입을 망설이고 있는 사람에게도 도움이 됩니다. 또한 D850의 유저가 아닌 예전에 니콘 카메라를 가지고 있는 유저도 다양한 촬영법을 익힐 수 있습니다.",https://bookthumb-phinf.pstatic.net/cover/134/454/13445429.jpg?type=m5
예술/대중문화,사진,사진이론과 실기,33,여행사진 라이트룸,박철민,"카메라를 이용한 촬영의 원리에 대한 이해와 활용법어떻게 촬영 장면의 초점을 잡고 빛을 사진으로 표현하는지를 이해하게 된다면 사진 촬영이 좀 더 쉬워지고 응용 능력도 향상된다. 이 책에서는 카메라 매뉴얼에서 알려주지 않는 카메라의 촬영 원리에 대해서 알기 쉽게 설명하며, 저자가 국내외 여행을 통해 촬영한 아름다운 사진 촬영 노하우를 공개한다. 라이트룸을 이용한 디지털 사진의 관리와 보정이 책에서는 사진 보정을 단순히 기능적인 측면에서만 접근하는 것이 아닌‘ 보정 측면에서 본 좋은 사진’이란 정의부터 시작한다. 그리고 이제는 전문 사진가부터 취미 사진가에 이르기까지 디지털 사진의 관리와 보정을 위한 필수적인 소프트웨어로 자리매김한 어도비 포토샵 라이트룸(ADOBE PHOTOSHOP LIGHTROOM)을 배우게 ..",https://bookthumb-phinf.pstatic.net/cover/131/686/13168637.jpg?type=m5
예술/대중문화,사진,사진이론과 실기,34,사진가 65인의 렌즈 테크닉,임프레스,"좋은 디지털 카메라를 갖고 있어도 사진을 의도대로 찍는 것은 어렵습니다언제나 비슷하고 평범한 사진, 내가 원하던 느낌으로 찍히지 않아 답답했던 적이 많을 것입니다.이는 렌즈의 능력을 충분히 활용하지 못했기 때문일 수 있습니다.DSLR 카메라의 가장 큰 장점은 렌즈를 교환할 수 있다는 점이고, 따라서 각각의 렌즈가 가진 능력을 잘 활용하면 다양하고 멋진 표현이 가능합니다.프로 사진가는 이러한 렌즈의 효과를 잘 알고 있습니다프로 사진가는 촬영 의도와 현장 상황에 따라 어떤 렌즈를 사용하여 어떤 설정으로 촬영하면 좋을지 빠르게 판단합니다.이 책은 렌즈의 선택부터 설정, 현장에 적용하는 방법까지프로 사진가가 실제로 사용하고 있는 유용한 테크닉을 일러스트로 알기 쉽게 설명합니다.따라서 현재 사용하고 있는 렌즈는 물론..",https://bookthumb-phinf.pstatic.net/cover/132/855/13285578.jpg?type=m5
예술/대중문화,사진,사진이론과 실기,35,사진 구도가 달라지는 아이디어 100,문철진,"100가지 사진 키워드로 구도를 배우자!『사진 구도가 달라지는 아이디어 100』은 초보사진가들이 사진 구도를 충실히 배울 수 있는 100가지 생각을 담은 책이다. 사진책 분야에서 수많은 베스트셀러를 만들어내며, 이미 검증된 작가로 알려진 저자 문철진은 어떤 책보다 깔끔하게 사진 구도에 대해 알려준다. 복잡한 테크닉이나 지식을 알려주기보다 막상 사진 찍을 때 활용하지 못했던 생각들을 초보사진가의 눈높이에 맞춰 쉽게 설명한다.",https://bookthumb-phinf.pstatic.net/cover/129/834/12983446.jpg?type=m5
예술/대중문화,사진,사진이론과 실기,36,Win-Q 사진기능사 필기+실기 단기완성,하지석,"- 독자대상 : 사진기능사 필기+실기 시험 준비생- 구성 : 이론 + 문제- 특징 : 1. 핵심요약집 빨간키를 통해 자주 출제되는 기출문제의 키워드를 분석2. 각 과목별 필수적으로 학습해야 할 핵심이론을 알기 쉽게 정리3. 각 핵심요점당 출제 빈도가 높고 중요한 예제만을 엄선4. 핵심을 찌르는 명쾌한 해설과 함께 수록5. 과년도 및 최근 기출복원문제를 자세한 해설과 함께 수록6. 출제경향의 변화를 파악하고 핵심요점만으로는 부족한 이론들을 익힐 수 있도록 함5. 사진기능사 실기(작업형)에서는 작업별 중요사항 및 핵심설명, 올컬러 사진을 함께 수록",https://bookthumb-phinf.pstatic.net/cover/125/376/12537676.jpg?type=m5
예술/대중문화,사진,사진이론과 실기,37,캐논 EOS 200D 완벽가이드,임프레스재팬,"『캐논 EOS 200D 완벽가이드』는 가장 가벼운 고성능 DSLR 카메라 EOS 200D의 사용 방법과 기능 및 기능의 활용 방법을 자세하게 설명하는 잡지 스타일의 가이드 북입니다.이 책은 작고 가벼우면서 최신 성능을 탑재한 EOS 200D의 장점을 활용할 수 있는 다양한 활용법을 제시합니다. 특히 DSLR 초보자를 위해 두 가지 촬영 스타일인 파인더와 라이브 뷰 모드를 소개하여 기본적인 촬영 스타일을 이해할 수 있도록 하고, 안내 모드 가이드를 통해 초보자도 쉽고 적극적으로 기능을 사용할 수 있도록 각종 메뉴의 사용 방법을 설명합니다. 또한 모드 다이얼 설정을 통해 장면별로 전문가 못지 않게 사진을 촬영할 수 있는 특별한 장면 모드와, 조리개 우선 AE/셔터 우선 AE 활용법으로 기초부터 실력을 업그레이드..",https://bookthumb-phinf.pstatic.net/cover/131/764/13176489.jpg?type=m5
예술/대중문화,사진,사진이론과 실기,38,니콘 D7500 가이드 북,Capa,니콘 D7500 가이드 북 은 니콘에서 2017년 6월에 출시한 D7500 에 대한 상세정보를 얻을 수 있는 책이다. 신기능과 주요 핵심기능을 활용하는 설명과 전문사진가를 통해 다양한 촬영에 대한 테크닉을 배울 수 있다,https://bookthumb-phinf.pstatic.net/cover/129/756/12975606.jpg?type=m5
예술/대중문화,사진,사진이론과 실기,39,스마트폰으로 사진 잘 찍는 책,유환준,"무거운 카메라는 잠시 내려놓고 스마트폰으로 사진을 찍어보자!스마트폰으로 셀카 찍는 방법과 인물, 음식, 풍경, 스냅 사진 등 사진 잘 찍는 노하우를 소개해주는 『스마트폰으로 사진 잘 찍는 책』. 스마트폰으로 좀 더 좋은 사진을 찍기 위해서 스마트폰 카메라가 가진 기능들에 대한 이해와 사진을 촬영하기 전에 기본적인 설정 및 촬영법에 대해 다양한 주제의 사진을 통하여 학습할 수 있다. 스마트폰에서 촬영한 사진은 사진 보정 전용 앱을 이용하여 버스나 지하철을 타고 이동하면서도 손쉽게 사진을 보정한 후 SNS에 바로 업로드 할 수 있는 방법에 대해서도 소개하고 있다.",https://bookthumb-phinf.pstatic.net/cover/126/411/12641121.jpg?type=m5
예술/대중문화,사진,사진이론과 실기,40,여행사진 무작정 따라하기,정윤희,"카메라와 함께 사진으로 기록하며 여행하는 방법많은 사람들이 여행을 떠나고, 누구나 손쉽게 사진을 찍을 수 있는 시대가 되었다. 여행은 여행을 계획하는 순간부터 시작되며, 짐을 챙기고 일정을 생각하면서 어떤 카메라를 가져가고 어떤 사진을 찍을지 사진과 함께 생각하게 된다. 카메라와 함께 여행하며 일상을 기록하듯 여행을 기록하고, 여행을 추억할 수 있는 방법을 [여행사진 무작정 따라하기]를 통해 알아보세요.",https://bookthumb-phinf.pstatic.net/cover/124/971/12497155.jpg?type=m5
예술/대중문화,사진,사진이론과 실기,41,에인트의 누구나 쉽게 사진 잘 찍는 법,우승문,"쉽고 간단하게 사진을 잘 찍는 법!6년 연속 네이버 파워블로거 우승문(에인트)이 일상사진을 잘 찍고 싶은 사람들을 위해 누구나 쉽게 읽고 활용할 수 있도록 설명하는 『에인트의 누구나 쉽게 사진 잘 찍는 법』. 사계절 풍경이나 아이 사진, 여자친구 사진 등 우리 생활에서 가장 요긴한 촬영 TIP들을 테마별로 알기 쉽게 정리하였다. 어려운 용어는 쉽게 풀어서 필요한 부분만 간단히 설명하였다. 일반인들이 실생활에서 도움이 되는 정도, 취미 활동에서 좀 더 잘하는 정도를 알려주는 책으로 군더더기 없이 꼭 필요한 부분만을 다루고 있다. 이를 통해 사진의 기본적인 기법을 익히고 자신만의 시선을 갖고자 노력한다면 자신만의 예술적 감각을 키우는 멋진 시간을 보낼 수 있을 것이다.",https://bookthumb-phinf.pstatic.net/cover/121/053/12105358.jpg?type=m5
예술/대중문화,사진,사진이론과 실기,42,점보의 스마트폰 카메라로 여행사진 잘 찍는 법,이상우,"『점보의 스마트폰 카메라로 여행 사진 잘 찍는 법』은 사진의 초보도, 여행의 초보도 모두가 멋지게 담을 수 있는 여행사진 잘 찍는 법을 소개하는 책이다. 한 번 떠나기 쉽지 않은 여행, 무거운 장비를 벗어던지고 스마트폰 하나로 가볍고 편하게, 그리고 즐겁게 떠나는 스마트폰 카메라와 여행사진 이야기를 담았다.",https://bookthumb-phinf.pstatic.net/cover/121/070/12107065.jpg?type=m5
예술/대중문화,사진,사진이론과 실기,43,카메라와 렌즈에 관한 질문 100,임프레스 재팬,"「카메라와 렌즈에 관한 질문 100」은 ‘어떻게 찍는가’에 대한 답이 되는 사진 촬영 방법을 소개합니다. 다른 사람이 촬영한 멋진 사진을 보면 ‘나도 이런 사진을 찍어 보고 싶다’라는 생각과 함께 ‘이런 사진은 어떻게 찍었을까?’하는 의문을 갖게 됩니다. 일본의 유명 사진가들이 피사체를 파악하고 카메라의 어떤 기능과 어떤 렌즈를 사용해 사진을 촬영하는지 그 과정을 단계별로 설명해 줌으로써 어떻게 멋진 사진을 촬영할 수 있었는지 알려줍니다. 사진가들의 촬영 과정을 접함으로써 촬영에 대한 의욕이 더욱 커지고, 자신만의 사진 표현을 찾을 수 있을 것입니다.",https://bookthumb-phinf.pstatic.net/cover/119/761/11976179.jpg?type=m5
예술/대중문화,사진,사진이론과 실기,44,인스타그램 감성 사진 찍기,오렌지페이지,"음식, 패션, 여행, 반려동물 등 분야별 유명 인스타그래머들이 공개하는 인스타그램 감성 사진 찍기 노하우를 담은『인스타그램 감성 사진 찍기』. 인스타그램의 감각적인 사진을 통해 피사체를 매력적으로 드러내는 앵글과 나만의 감각을 드러내는 스타일링 노하우를 소개한다. 멋진 사진을 올리고 보는 것 이외에도 팔로워를 늘리는 인스타그램 사용 노하우까지, SNS 초보자도 쉽게 배우고 따라 할 수 있게 알려준다.",https://bookthumb-phinf.pstatic.net/cover/117/944/11794434.jpg?type=m5
예술/대중문화,사진,사진이론과 실기,45,이야기로 풀어가는 DSLR 카메라 입문,윤재진,사진찍기를 좋아하시는 아마추어분들부터 프로에 이르기 까지 이해하기 힘든 용어와 설명을 강의하듯이 쉽게 풀어놓은 이야기DSLR카메라 교본책입니다.처음 카메라 입문자도 쉽게 이해할수 있는 입문도서입니다.,https://bookthumb-phinf.pstatic.net/cover/130/792/13079241.jpg?type=m5
예술/대중문화,사진,사진이론과 실기,46,좋은 사진을 만드는 정승익의 사진 노출,정승익,"현장감 넘치는 생생한 예제와 최신 업데이트된 내용으로 돌아온 『좋은 사진을 만드는 정승익의 사진 노출』 전면 개정판!노출의 이해와 테크닉, 현장에서 가져온 실제 사례까지. 저자의 친절한 설명과 최신 예제의 촬영 데이터를 바탕으로 어떤 상황에서 어떻게 노출을 결정하고 기기를 조작해야 하는지 주제별, 상황별로 누구나 쉽게 이해할 수 있도록 구성되어 있다. 사진으로 찍을 수 있는 것은 많지만, 좋은 사진을 만들어 내는 것은 쉽지 않다고들 말한다. 그렇다면 좋은 사진을 만들어 내는 핵심은 무엇인가?좋은 사진을 위해서는 셔터를 누르기 전 조리개, 감도, 셔터속도, 화이트밸런스, 조명, 심도 같은 요소를 고려하고 DSLR은 물론 주변기기를 운용할 수 있는 능력을 기를 수 있어야 한다. 이 책은 단순히 요소를 설명하는 ..",https://bookthumb-phinf.pstatic.net/cover/115/874/11587419.jpg?type=m5
예술/대중문화,사진,사진이론과 실기,47,DSLR 사진촬영&포토샵,"박철민, 손한나","『DSLR 사진촬영&포토샵』는 카메라와 사진의 기본적인 부분을 알기 쉽게 설명하면서 카메라의 자동 및 반자 동 촬영 모드와 다양한 기능들을 활용할 수 있도록 설명하였다. 또한 포토샵 보정을 통해 사진의 민낯이 아닌 화사하게 옷을 차려 입은 것 같은 사진으로 보정하는 방법과 사진 촬영 연출법을 설명하여 애착이 가는 좋은 사진을 담고 만들 수 있는 방법을 소개한다.아무리 촬영 원리를 배워도 카메라 셔터 버튼만 누르는 사용자라면, 수동 모드만 고집하다가 실망스러운 사진만 담는다면, 자동 & 반자동 촬영 기법을 이용하여 전문가 못지않은 멋진 사진을 촬영해 보자.",https://bookthumb-phinf.pstatic.net/cover/113/462/11346204.jpg?type=m5
